matchStatus	name	matchedBuffIds	matchedOfficialTechnicIds	parsedStats	unparsedNotes	equipmentNames	info	sourcePage	sourceFile
matched	一寸法師	technic-7729	7729		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	一寸法師のお椀	待機モーションと移動モーションが変化して体がとても小さくなる ※WarAgeでは効果が無い 体のサイズが25%になる サイズ変更の併用に関しては アイテム/追加効果/検証#サイズ変更について を参照 徐々に水面へ上昇していく。（浮き輪と同様） サイズ変更の併用に関しては アイテム/追加効果/検証#サイズ変更について を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	移動アシスト機能	technic-9272	9272	攻撃力%15% / 攻撃力1 / 速度%10% / 速度1	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	メカニカル アシスト レッグ / フューチャー ラバー ブーツ / ノア スニーカー / ロング スリット スカート	アシスト機能で移動速度とジャンプ力上昇し、キックの威力が上昇する ※WarAgeでは効果が無い 移動速度+10%、キック攻撃力+15%、ジャンプ力1.45倍 フェアリー ブースト 、 ロードランナー と併用不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	一輪車	technic-7879	7879	速度15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ユニサイクル	移動速度を大幅に上昇させる ※WarAgeでは移動速度上昇の効果はない 移動速度+15.0、待機・移動モーション変化、テク不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	一輪バイク	technic-10247	10247	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ワンホイール バイク	モーションが変化して移動速度が上昇する ※WarAgeでは効果がない 移動速度+20	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	一騎当千	technic-13434	13434	命中%-10%		鬼神の戦斧	通常攻撃がHITした際に、周囲にも追加ダメージを与えるが、命中率が10%低下する ※WarAgeでは効果がない 対象を中心とした通常攻撃の2/3程度の追加範囲ダメージを与える 持替えマクロで削れなしで発動可能だが、 (1)追撃は必中ではないため命中率-10%が加味される (2)追撃は発動時の攻撃力を参照するため弱い武器でアタックして付け替えると追撃の方が威力が高くなる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	犬笛	technic-10048	10048	調教:スキル+10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	アニマル ホイッスル / パンダ ホイッスル	調教の効果が少し上昇して、専用技『 リミット スペル 』が使用可能になる ※技書を入手するには『 アニマル ホイッスル 』を装備した状態で、メモリーズボックスを右クリックしてください。 調教テクニックの効果がスキル+10相当される 調教効果アップの併用関係は アイテム/追加効果/併用#調教 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	茨の契約	technic-10458	10458		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	茨のネックレス / 茨のグローブ	HPが上昇してダメージの10%を跳ね返す ※WarAgeでは効果がない 専用技『 ソーン プリズン 』が使用可能になる ※秘伝の書を入手するには『 茨のネックレス 』を装備した状態でメモリーズボックスを右クリックしてください。 最大HP5%上昇	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	いやされちゅう	technic-8823	8823		数値効果を自動抽出できませんでした	いやしましゅまろクッション	いやされ過ぎて動きたくなくなっちゃうぞ！ ※WarAgeでは効果が無い 1分間にHP/ST/MPが約42回復。移動・行動不可。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	イルカに乗られた少年？	technic-10677	10677		数値効果を自動抽出できませんでした	頭乗りイルカ	泳ぎがドルフィンキックになって泳ぐ速度が上昇する 泳ぎ速度+10	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	インテリジェント デバイス	technic-6288	6288		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	インテリジェント デバイス グラス	様々な情報や見えない者を映し出す特殊な効果 ターゲットしたPCをconsiderすると美容状態が追加表示される。 装備した際に自身の美容状態が表示される ペットウィンドウにペットの経験値が表示される。 透明状態の者を目視できる。看破Buff	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	インプレグナブル ガード	technic-6383	6383		数値効果を自動抽出できませんでした	魔王の後盾 / 竜頭の盾 / 防弾アタッシュケース / ブレストプレート	堅固な守りにより物理ダメージを大幅に軽減する ※WarAgeでは効果がない 物理ダメージ軽減15%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ヴァイス	technic-5471	5471		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ヴァール グランツ オハン	複合技「ヴフト シュトース」の前提条件。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ヴィーナスの加護	technic-7750	7750		数値効果を自動抽出できませんでした	ヴィーナス シェル	あまりの美しさに皆が見惚れてしまう ※WarAgeでは効果が無い 呼吸ゲージを回復する、移動不可、テク不可 モンスターの友好度を変更する → 【特記事項】友好度調査についてはこちら	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウイング エフェクト	technic-4234	4234		数値効果を自動抽出できませんでした	セラフィック ウイング	自分の周りに小さい羽根が舞うエフェクトが付く。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウインド ベル	technic-3469	3469	回避%5%		ウインド チェストベル	回避が上昇する 回避+5% オートマチック スラスターと併用可能(1.05倍の1.05倍)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウー！マンボウ！	technic-8640	8640		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	マンボウの着ぐるみ	待機と移動モーションが変化、水中の移動速度が上昇して呼吸が可能になる ※WarAgeでは効果が無い 泳ぎ速度+30、呼吸ゲージを回復する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	月下狼哮 (ウールヴヘジン)	technic-12618	12618		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ベート・ローガ なりきりウィッグ(染色可) / ベート・ローガ なりきりウィッグ	夜間のみ、攻撃、命中、回避、防御が大幅に上昇し、一部の状態異常を無効化する ※WarAgeでは効果がない 夜間のみ攻撃命中回避防御+20	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	魚ぉぉおおぉぉぉ！	technic-9453	9453	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	金魚スーツ	モーションが変化し、水中の移動速度が上昇する ※WarAgeでは効果が無い モーションはメジェドローブと同様 水中移動速度+20	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
