enabled	verified	applyDefault	officialTechnicId	catalogId	name	conflictGroup	stackRule	attack	attackPct	magic	magicPct	speed	speedPct	dmgPct	extraAC	extraACPct	extraHP	extraHPPct	extraMP	extraMPPct	extraST	extraSTPct	extraMaxWeight	extraMaxWeightPct	extraHit	extraHitPct	extraAvoid	extraAvoidPct	extraAttackDelay	extraAttackDelayPct	extraMagicDelay	extraMagicDelayPct	extraFireRes	extraFireResPct	extraWaterRes	extraWaterResPct	extraEarthRes	extraEarthResPct	extraWindRes	extraWindResPct	extraNeutralRes	extraNeutralResPct	extraDamageReducePct	extraCritRatePct	extraBreath	extraHearing	extraSeeing	extraSmelling	extraFullness	extraThirst	extraSteal	extraLockpickingFail	extraFangAttack	extraFishingGaugeLength	extraFishingHitZone	extraSmithingGradeZone	extraSmithingGaugeSlip	extraSmithingHitZone	extraCarpentryGradeZone	extraCarpentryGaugeSlip	extraCarpentryHitZone	extraTailoringGradeZone	extraTailoringGaugeSlip	extraTailoringHitZone	extraDecorationGradeZone	extraDecorationGaugeSlip	extraDecorationHitZone	extraCookingGradeZone	extraCookingGaugeSlip	extraCookingHitZone	extraBrewingGradeZone	extraBrewingGaugeSlip	extraBrewingHitZone	extraAlchemyGradeZone	extraAlchemyGaugeSlip	extraAlchemyHitZone	extraReplicationGradeZone	extraReplicationGaugeSlip	extraReplicationHitZone	extraBeautyGaugeSlip	extraBeautyHitZone	hpRegenPerMinute	stRegenPerMinute	mpRegenPerMinute	stCostReducePct	mpCostReducePct	itemUseDelayPct	physicalDamageReducePct	physicalReflectPct	magicReflectPct	skillEffects	customEffects	memo	source	wikiName	matchStatus	matchedBuffIds	matchedOfficialTechnicIds	parsedStatsHint	unparsedNotes	equipmentNames	rawInfo	sourcePage	wikiId
			12614	technic-12614	復讐姫 (アヴェンジャー)	technic-12614	same-technic																																																																																							wiki-manual	復讐姫 (アヴェンジャー)	matched	technic-12614	12614		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	アイズ・ヴァレンシュタイン なりきりウィッグ( カラー) / アイズ・ヴァレンシュタイン なりきりアームガード( カラー) / アイズ・ヴァレンシュタイン なりきりアーマー( カラー) / アイズ・ヴァレンシュタイン なりきりブーツ( カラー) / アイズ・ヴァレンシュタイン なりきりデスペレート( カラー) / アイズ・ヴァレンシュタイン なりきりヘッドガード カラー( カラー)	攻撃力が大幅に上昇して、ドラゴン系に特攻効果を得る ※WarAgeでは効果がない ドラゴン系敵mobへの攻撃時atk1.5倍または魔法ダメージ1.5倍増加及び味方petへの回復量1.5倍増加 対象は 効果アップ(特攻) を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:44
			7749	technic-7749	甘い誘惑	technic-7749	same-technic																																																																																							wiki-manual	甘い誘惑	matched	technic-7749	7749		数値効果を自動抽出できませんでした	マカロン ベッド	あまーいお菓子に挟まれて夢心地で自然回復速度が上昇する ※WarAgeでは効果が無い 1分間にHP/ST/MPそれぞれ112回復、移動行動不可。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:45
			11379	technic-11379	あめあめふれふれ	technic-11379	same-technic																																																																																							wiki-manual	あめあめふれふれ	matched	technic-11379	11379		数値効果を自動抽出できませんでした	ケロケロ チャーリー	自分の周囲だけ何故か激しい雨が降る 雨のおかげで耐火属性が上昇する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:46
			13044	technic-13044	アラビアン ダンサー	technic-13044	same-technic																				1	10																																																																		wiki-manual	アラビアン ダンサー	matched	technic-13044	13044	回避%:10% / 回避:1 / スキル+:20(ダンス)		アラビアン ウィッグ / アラビアン ロインクロス	ダンスの効果と回避率が上昇して、スタミナの消費が軽減される ※WarAgeでは効果がない 回避+10%、ST消費10%軽減、ダンステクニックの効果がスキル+20相当される ダンス効果アップの併用関係は アイテム/追加効果/併用#ダンス を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:47
			9519	technic-9519	アルカナの加護	technic-9519	same-technic				3																																																																																			wiki-manual	アルカナの加護	matched	technic-9519	9519	魔力%:3%		魔法のタロット / アルカナム シールド / ジプシー ターバン	魔力と呪文抵抗力を上昇させる ※WarAgeでは効果がない 魔力+3%、呪文抵抗力+10%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:48
					歩きモーション変化		same-technic																																																																																							wiki-manual	歩きモーション変化	multiple	technic-1334 / technic-1327	1334 / 1327		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	スカウト チュニック +1～	走りモーションが変化する 銃器エイム ファイアーのしゃがみ撃ちの姿勢	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:49
			12871	technic-12871	暗器の鉤爪	technic-12871	same-technic																																																																																							wiki-manual	暗器の鉤爪	matched	technic-12871	12871	スキル+:15(罠) / スキル+:15(物まね)		忍びの手甲鉤	物まねと罠スキルの効果が15上昇し、鉤爪に塗られた毒で通常攻撃時に追加ダメージを与える ※WarAgeでは効果がない 遠距離のアタックでも追加ダメージは発生するが、発生する距離が約6m程度 追加ダメージは罠依存、罠0で16～18x3、罠100で39～41x3 毒のため即時追加ダメージではないため、 短期間にアタックしまくるとダメージが発生する前に毒のdotを上書きしてしまうことに注意 半減レジストあり 物まねと罠テクニックの効果がスキル+15相当される 物まね効果アップの併用関係は アイテム/追加効果/併用#物まね を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:50
			8686	technic-8686	闇光の輪	technic-8686	same-technic																																																																																							wiki-manual	闇光の輪	matched	technic-8686	8686		数値効果を自動抽出できませんでした	フォーリンエンジェル リング	技や魔法を使用した際のSTとMPの消費を5%軽減する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:51
			3275	technic-3275	行脚修行	technic-3275	same-technic																																																																																							wiki-manual	行脚修行	matched	technic-3275	3275		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	虚無僧の草履	移動詠唱の速度が速くなるが、詠唱妨害を受けやすくなる 魔法熟練キャスティングムーブとは併用不可。(キャスティングムーブが常に優先される)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:52
			7063	technic-7063	アンクの加護	technic-7063	same-technic																																																																																							wiki-manual	アンクの加護	matched	technic-7063	7063		数値効果を自動抽出できませんでした	アンクのペンダント	アンクの力を信じる者は一度だけ生き返ることができるらしい 死魔法リボーンワンスと同様の効果、蘇生すると使用回数が1減る(着脱では減少しない)。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:53
			13093	technic-13093	暗黒障壁	technic-13093	same-technic																																																																																							wiki-manual	暗黒障壁	matched	technic-13093	13093		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ダークマター イヤリング / ダークマター リング	20%の確率で魔法を反射する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:54
			10682	technic-10682	暗殺者	technic-10682	same-technic																																																																																							wiki-manual	暗殺者	matched	technic-10682	10682	スキル+:10(物まね)		アカツキなりきり～ / アサシン ホルスター ベルト / 暗殺者の半仮面	クリティカル率と物まねの効果が上昇する ※WarAgeでは効果がない クリティカル率上昇+15% 併用関係は アイテム/追加効果/併用2#クリティカル率 を参照 物まねテクニックの効果がスキル+10相当される 物まね効果アップの併用関係は アイテム/追加効果/併用#物まね を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:55
			9604	technic-9604	暗殺術	technic-9604	same-technic																																																																																							wiki-manual	暗殺術	matched	technic-9604	9604		数値効果を自動抽出できませんでした	くノ一 ウィッグ / 暗殺者の仮面	足音を消し、命中とクリティカル率が上昇する ※WarAgeでは効果がない 命中10%UP クリティカル率上昇+15% 併用関係は アイテム/追加効果/併用2#クリティカル率 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:56
			7246	technic-7246	安全運転	technic-7246	same-technic																																																																																							wiki-manual	安全運転	matched	technic-7246	7246	速度:15		ノア スクーター	ノアストーンの力で浮遊することができる乗り物 安全設定の為、低空飛行でスピードも抑えられている 移動速度+15.0	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:57
			4041	technic-4041	安全第一	technic-4041	same-technic																																																																																							wiki-manual	安全第一	matched	technic-4041	4041		数値効果を自動抽出できませんでした	ゴーグル付ヘルメット / セーフティ ヘルメット / ワーク ヘルメット	ダメージを軽減し 頭上からの衝撃に備える ※WarAgeではダメージ軽減効果が無い 物理ダメージを5%軽減。 タライ落としや岩石落とし等の頭上からの落下物を無効化する。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:58
